index,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
4670,754,20,RL,6120,IR1,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2004,2007,Gable,VinylSd,VinylSd,Gd,PConc,1616.199788,507.3903426,1360.182525,Ex,Y,SBrkr,864,0,864,1.001999361,2,0,3,1,Gd,7,1,2.998017067,616.2625487,Y,0,0,6,2007,WD ,Normal,125000
4673,754,60,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,2005,1950,Gable,VinylSd,VinylSd,Gd,PConc,1528.050987,172.6831595,589.8362318,Ex,Y,SBrkr,728,0,1456,1.0019998,2,1,3,1,Gd,7,1,2.99800552,391.0235441,Y,0,0,6,2008,WD ,Normal,193000
4675,754,20,RL,9600,Reg,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2004,2005,Gable,VinylSd,VinylSd,TA,PConc,511.844476,1742.285647,1255.725243,Ex,Y,SBrkr,1040,0,864,0.001999968,2,0,3,1,TA,6,1,1.998004031,374.4470336,Y,0,0,7,2009,WD ,Normal,145000
4676,2447,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,2006,2006,Gable,Plywood,Plywood,TA,CBlock,0.001428932,154.4773591,616.7942025,TA,Y,SBrkr,2362,0,848,0.001999472,2,0,3,1,TA,6,1,1.99800181,389.413692,Y,0,0,6,2006,WD ,Normal,145000
4677,2399,20,RL,6000,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1966,1950,Gable,VinylSd,HdBoard,TA,CBlock,585.5983707,471.7389351,615.35868,TA,Y,SBrkr,864,0,864,0.001999583,1,0,3,1,TA,5,0,0.998002562,182.2670403,Y,0,0,7,2006,WD ,Normal,110000
4678,1464,60,RL,8400,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2003,2004,Gable,VinylSd,VinylSd,Gd,PConc,0.001242171,471.892098,574.4227959,Ex,Y,SBrkr,728,0,1092,0.001999675,2,1,3,1,Gd,6,1,1.99800081,362.9222226,Y,0,48,4,2009,WD ,Normal,180000
4679,754,120,FV,9600,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,5,2006,2004,Gable,VinylSd,VinylSd,Gd,PConc,558.2510317,1797.999359,1167.360637,Ex,Y,SBrkr,848,0,1728,0.001999902,2,0,3,1,Gd,6,1,1.998000782,426.6729106,Y,0,0,5,2007,WD ,Normal,170000
4680,2163,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1967,2006,Gable,VinylSd,VinylSd,TA,CBlock,998.2926069,195.1205127,636.4183448,TA,Y,SBrkr,864,0,864,1.001998673,1,0,3,1,TA,5,0,1.998004267,389.4537328,Y,0,0,6,2006,WD ,Normal,180000
4681,378,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,5,5,1996,2006,Gable,VinylSd,VinylSd,Gd,PConc,959.2738861,178.3558587,580.0849736,Ex,Y,SBrkr,1337,0,1456,1.001999744,2,1,3,1,Gd,6,1,2.998005271,632.4185153,Y,0,0,6,2007,WD ,Normal,185000
4683,27,20,RL,6120,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,2004,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001203856,849.7473119,1286.78367,Ex,Y,FuseA,1080,0,1092,0.001999992,1,0,3,1,TA,6,0,1.998000839,429.4006289,Y,0,0,6,2006,WD ,Normal,135000
4684,1027,20,RL,6240,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1954,Gable,VinylSd,HdBoard,TA,CBlock,595.0954063,781.5917812,631.4918497,TA,Y,SBrkr,864,0,864,0.001999338,1,0,3,1,TA,5,0,0.998001628,190.1650544,Y,0,0,5,2006,WD ,Normal,110000
4685,786,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,969.8773497,512.9269829,1322.991533,TA,Y,SBrkr,864,0,864,1.001999599,2,0,3,1,TA,6,0,0.9980049,191.4483468,Y,0,0,7,2006,WD ,Normal,140000
4687,378,20,RL,9000,Reg,Lvl,Inside,MeadowV,1Fam,1Story,5,5,2006,2006,Gable,VinylSd,VinylSd,TA,CBlock,0.001331267,1105.138879,612.5116797,TA,Y,SBrkr,672,0,1092,0.001998896,1,0,3,1,TA,6,0,-0.001998532,-0.001466422,Y,0,0,6,2009,WD ,Normal,130000
4688,99,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1968,1977,Gable,MetalSd,MetalSd,TA,CBlock,518.8490719,476.9794027,556.5108774,Ex,Y,SBrkr,1728,0,1092,0.001999185,2,0,3,1,TA,6,1,1.998002007,365.5605944,Y,0,0,6,2009,WD ,Normal,140000
4690,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.6363107,488.6472596,622.2713704,Ex,Y,SBrkr,941,0,2358,1.001999189,2,0,3,1,TA,5,0,1.998003205,379.1202735,Y,0,0,7,2007,WD ,Normal,158000
4693,754,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2006,2004,Gable,VinylSd,VinylSd,Gd,PConc,1569.020154,454.1954088,1270.084415,Ex,Y,SBrkr,876,0,1040,1.001999596,2,0,3,1,Gd,6,0,1.998007346,408.004345,Y,0,0,5,2007,WD ,Normal,175000
4696,459,20,RL,9600,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,1994,2004,Gable,VinylSd,VinylSd,Gd,PConc,573.198566,1592.655382,1219.741494,Ex,Y,SBrkr,864,0,1040,0.001999978,2,0,3,1,Gd,6,0,1.998001934,379.2504463,Y,0,0,8,2007,WD ,Normal,128900
4697,1499,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,549.8627788,485.1775226,621.523011,Ex,Y,SBrkr,930,0,1416,1.001999057,2,0,3,1,TA,6,0,1.998002752,379.7416644,Y,0,0,7,2007,WD ,Normal,158000
4699,70,60,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1993,2003,Gable,VinylSd,HdBoard,TA,CBlock,1007.752929,486.6206684,842.9906299,Ex,Y,SBrkr,546,0,1456,0.001999247,2,1,3,1,TA,6,1,1.998002423,397.2173341,Y,0,0,6,2009,WD ,Normal,155000
4702,754,20,RL,3907,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2006,2005,Gable,VinylSd,VinylSd,Gd,PConc,1655.38707,442.5261167,1218.213156,Ex,Y,SBrkr,1728,0,1040,1.001999897,2,0,3,1,Gd,6,1,1.99800274,393.2215922,Y,0,0,6,2007,WD ,Normal,290000
4703,2284,50,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,6,5,1920,1950,Gable,VinylSd,Wd Sdng,TA,CBlock,537.1893122,445.0511172,573.7184126,TA,Y,SBrkr,864,0,1092,0.001999968,1,0,3,1,TA,7,1,0.998004436,181.3474498,Y,0,0,6,2008,WD ,Normal,115000
4704,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.7870464,490.2683496,621.9705122,Ex,Y,SBrkr,941,0,1733,1.001999067,2,0,3,1,TA,5,0,1.998003387,379.3813241,Y,0,0,7,2007,WD ,Normal,158000
4705,378,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.0794859,488.6255744,620.7246177,Ex,Y,SBrkr,941,0,1456,1.001998934,2,0,3,1,TA,5,0,1.998003618,379.340605,Y,0,0,7,2007,WD ,Normal,158000
4706,1862,20,RL,9600,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2008,2007,Gable,VinylSd,VinylSd,Gd,PConc,1002.543335,505.9409044,1252.620818,Ex,Y,SBrkr,864,0,864,1.001999119,2,0,3,1,Gd,7,1,2.998011415,630.4186497,Y,0,0,6,2007,WD ,Normal,145000
4707,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.4944129,487.5563672,619.4463021,Ex,Y,SBrkr,941,0,2358,1.001999255,2,0,3,1,TA,5,0,1.998002168,379.4648421,Y,0,0,7,2007,WD ,Normal,158000
4710,2163,20,RL,7200,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,554.05539,1790.250436,1204.052006,Ex,Y,SBrkr,1680,0,1728,0.00199998,2,0,3,1,Gd,7,1,1.998002192,631.5863948,Y,0,0,5,2007,WD ,Partial,170000
4713,2632,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.6784875,489.0997539,622.6183362,Ex,Y,SBrkr,864,0,848,1.001999062,2,0,3,1,TA,5,0,1.998003095,379.9762413,Y,0,0,7,2007,WD ,Normal,158000
4714,754,60,RL,6120,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001128443,1117.575489,592.3009845,Ex,Y,SBrkr,864,0,1456,0.001999918,2,1,3,1,Gd,7,1,1.998001625,387.2763031,Y,0,0,6,2009,WD ,Normal,181000
4715,378,20,RL,9000,IR1,Lvl,Inside,Sawyer,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,Gd,PConc,1632.176307,831.3927527,1425.237267,Ex,Y,SBrkr,912,0,1040,0.001999875,2,0,3,1,Gd,7,1,1.998009756,391.0446177,Y,0,0,4,2009,New,Normal,175000
4720,2101,90,RL,8400,Reg,Lvl,Inside,BrkSide,1Fam,2Story,5,5,2004,1950,Gable,VinylSd,Wd Sdng,TA,PConc,568.6101117,824.1952798,634.3181146,Ex,Y,FuseA,672,0,1040,0.001999949,2,0,3,1,TA,7,0,1.998001154,854.9785629,Y,0,0,11,2007,WD ,Normal,115000
4721,754,20,RL,9100,Reg,Lvl,Inside,Gilbert,1Fam,1Story,6,5,1994,2002,Gable,VinylSd,VinylSd,Gd,PConc,1600.412539,453.502948,1321.744927,Ex,Y,SBrkr,832,0,1646,1.001999385,2,0,3,1,Gd,7,1,1.998005553,384.5799409,Y,0,0,7,2009,WD ,Normal,185000
4723,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.0433824,490.0392132,622.1256436,Ex,Y,SBrkr,844,0,848,1.001999052,2,0,3,1,TA,5,0,1.998003528,379.1717839,Y,0,0,7,2007,WD ,Normal,158000
4724,2163,20,RL,9600,Reg,Lvl,Inside,MeadowV,1Fam,2Story,7,5,2005,1950,Gable,MetalSd,MetalSd,TA,CBlock,583.4610552,168.5688701,564.4216296,TA,Y,SBrkr,1040,0,1040,0.001999803,2,0,3,1,TA,6,0,1.998004752,367.842821,Y,0,0,5,2006,WD ,Normal,140000
4725,754,60,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1993,1950,Gable,VinylSd,VinylSd,TA,CBlock,0.001014603,1810.12207,1300.919957,TA,Y,SBrkr,1040,0,1092,0.001999939,2,0,3,1,TA,6,0,1.998004059,387.3737363,Y,0,0,6,2009,WD ,Normal,135000
4726,27,120,FV,3907,IR1,Lvl,Inside,Somerst,1Fam,1Story,8,5,1966,2007,Gable,MetalSd,MetalSd,Gd,PConc,0.001151098,853.1445704,925.6934872,Ex,Y,SBrkr,864,0,864,1.001998042,2,0,2,1,Gd,5,1,1.998001881,385.6297039,Y,0,0,8,2008,WD ,Normal,140000
4728,27,120,FV,3907,Reg,Lvl,Inside,Somerst,TwnhsE,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,982.185423,513.7000801,887.5350425,Ex,Y,SBrkr,1728,0,1728,1.001999622,2,0,2,1,Gd,5,1,1.998003394,386.3579356,Y,0,0,6,2007,WD ,Normal,140000
4729,754,60,RL,6120,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1996,1998,Gable,VinylSd,VinylSd,Gd,PConc,924.1353552,181.7186313,603.4470611,Ex,Y,SBrkr,728,0,1456,1.001998209,2,1,3,1,Gd,7,1,1.998000972,366.2856308,Y,0,0,7,2007,WD ,Normal,181000
4730,208,80,RL,7692,Reg,Lvl,Inside,Edwards,1Fam,SLvl,6,6,1976,1950,Gable,HdBoard,Plywood,TA,CBlock,593.1857,731.1601393,616.3555077,TA,Y,SBrkr,864,0,864,1.001999274,1,0,3,1,TA,6,1,0.998004193,199.9446577,Y,0,0,3,2009,WD ,Normal,140000
4732,1464,60,RL,8400,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1997,1950,Gable,VinylSd,VinylSd,TA,PConc,546.7526449,130.7429145,611.3089947,Ex,Y,SBrkr,728,0,1456,0.001999186,2,0,3,1,TA,7,1,1.998001196,369.1783856,Y,0,48,5,2007,WD ,Normal,181000
4733,1293,60,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1993,2006,Gable,VinylSd,VinylSd,Gd,PConc,444.1210254,180.3709421,577.0320413,Ex,Y,SBrkr,864,0,1680,0.001999832,2,1,3,1,Gd,7,1,2.998004664,609.6956751,Y,0,0,6,2006,WD ,Normal,145000
4734,2284,120,RL,7692,Reg,Lvl,Inside,BrkSide,1Fam,1Story,6,5,2004,2005,Gable,CemntBd,Wd Sdng,Gd,PConc,1540.944343,494.0145044,1257.943681,Ex,Y,SBrkr,1728,0,1728,1.001999964,2,0,2,1,Gd,5,1,1.99800324,411.0846025,Y,0,0,7,2008,WD ,Normal,115000
4735,459,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,5,2007,2002,Gable,VinylSd,VinylSd,TA,PConc,1048.236459,496.2783797,1212.190846,Ex,Y,SBrkr,894,0,1040,1.001999882,1,1,3,1,Gd,6,0,1.998004453,447.8047656,Y,0,0,6,2007,WD ,Normal,131000
4736,754,60,RL,16269,IR1,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2008,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.000851908,1156.032585,874.011679,Ex,Y,SBrkr,864,0,2260,0.00199991,2,0,4,1,Gd,8,1,2.998006499,636.0287021,Y,0,0,8,2008,WD ,Normal,145000
4737,1464,60,RL,8400,IR1,Lvl,Inside,Sawyer,1Fam,2Story,6,5,1996,1950,Gable,HdBoard,HdBoard,TA,CBlock,566.1793869,194.1921434,587.1600314,TA,Y,SBrkr,864,0,1456,0.001999363,2,1,3,1,TA,7,1,1.998002351,373.1696023,Y,0,0,7,2006,WD ,Normal,180000
4739,2603,20,RL,6120,IR1,Lvl,Inside,BrkSide,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,1617.035802,1104.14108,1334.872809,Ex,Y,SBrkr,864,0,864,1.001999568,2,0,3,1,Gd,7,1,2.998011563,601.4550901,Y,0,0,6,2006,New,Normal,145000
4741,378,60,RL,6000,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,TA,PConc,516.9377898,460.0537927,582.704353,Ex,Y,SBrkr,864,0,1456,0.001999621,2,1,3,1,Gd,7,0,1.998002825,378.6686677,Y,0,0,7,2007,WD ,Normal,158000
4742,839,20,RL,6000,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1980,1950,Gable,MetalSd,MetalSd,TA,CBlock,584.3973611,173.9370328,577.5493208,TA,Y,SBrkr,864,0,864,0.001999888,1,0,2,1,TA,4,0,0.998009323,184.0515877,Y,0,0,5,2008,WD ,Normal,80000
4745,2447,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,557.190896,489.7934431,619.5215587,Ex,Y,SBrkr,930,0,848,1.00199923,2,0,3,1,TA,5,0,1.998002248,376.8556395,Y,0,0,7,2007,WD ,Normal,158000
4746,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,558.6398924,488.4538725,621.4925344,Ex,Y,SBrkr,941,0,2358,1.001999116,2,0,3,1,TA,5,0,1.998002858,379.154102,Y,0,0,7,2007,WD ,Normal,158000
4747,1464,60,RL,9600,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,1998,Gable,VinylSd,VinylSd,Gd,PConc,0.000834497,782.2722702,581.0096485,Ex,Y,SBrkr,864,0,1092,0.001999722,2,1,3,1,TA,7,1,1.998000839,368.3305492,Y,0,0,7,2007,WD ,Normal,181000
4749,70,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,6,1910,1956,Gable,Wd Sdng,VinylSd,TA,CBlock,0.000925871,489.7131325,580.2904943,TA,Y,SBrkr,1208,0,1456,0.001999513,2,0,3,1,TA,7,0,1.998002625,425.7707433,Y,0,0,6,2006,WD ,Normal,140000
4750,1464,60,RL,7875,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1968,2004,Gable,VinylSd,VinylSd,TA,PConc,0.000895381,1078.579539,585.2088374,Ex,Y,SBrkr,864,0,1456,0.001999879,2,1,3,1,TA,7,1,1.998002532,370.2393237,Y,0,0,7,2009,WD ,Normal,181000
4752,1097,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.0545349,488.7150981,621.986087,Ex,Y,SBrkr,930,0,1456,1.001999106,2,0,3,1,TA,5,0,1.998003263,379.1732923,Y,0,0,7,2007,WD ,Normal,158000
4754,2447,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,540.400401,493.2206495,622.7606226,Ex,Y,SBrkr,941,0,1733,1.001999008,2,0,3,1,TA,6,0,1.998003261,378.8053116,Y,0,0,7,2007,WD ,Normal,158000
4755,326,20,RL,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,2004,1950,Gable,Plywood,VinylSd,TA,PConc,0.001274535,166.8936665,628.0403844,TA,Y,SBrkr,864,0,864,0.001999597,1,0,3,1,TA,6,1,-0.001998225,-0.001611605,Y,0,0,6,2009,WD ,Normal,145000
4757,2447,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,548.479437,497.8112497,618.3560813,Ex,Y,SBrkr,930,0,2358,1.001999023,2,0,3,1,TA,6,0,1.998002933,380.5767192,Y,0,0,7,2007,WD ,Normal,158000
4758,378,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001012094,771.8765071,562.5081668,Ex,Y,SBrkr,960,0,1456,0.001999652,2,1,3,1,Gd,7,1,1.998001966,376.0331343,Y,0,0,7,2007,WD ,Normal,181000
4759,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,553.9410762,488.9684016,621.4896363,Ex,Y,SBrkr,941,0,2358,1.001999054,2,0,3,1,TA,5,0,1.998003903,379.1802008,Y,0,0,7,2007,WD ,Normal,158000
4760,1464,60,RL,9600,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1994,1950,Gable,VinylSd,VinylSd,TA,PConc,0.000983994,173.8808635,558.1736843,Ex,Y,SBrkr,864,0,1040,0.001999593,2,1,3,1,TA,7,1,1.998001401,366.5271786,Y,0,0,6,2006,WD ,Normal,181000
4762,2447,20,RL,7200,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,Gd,PConc,0.000959968,490.9378842,622.4260344,Ex,Y,SBrkr,844,0,848,1.001999079,2,0,3,1,TA,6,1,1.998004773,380.0115247,Y,0,0,4,2009,WD ,Normal,143000
4764,1293,120,RM,3907,IR1,Lvl,Inside,BrkSide,TwnhsE,1Story,6,5,2006,2007,Gable,CemntBd,CmentBd,Gd,PConc,1618.786284,185.8922823,1241.281948,Ex,Y,SBrkr,1646,0,1646,0.0019993,2,0,2,1,Gd,5,1,1.998003736,389.0532446,Y,0,0,7,2008,WD ,Normal,188000
4765,754,160,FV,9600,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2006,1950,Gable,VinylSd,MetalSd,Gd,PConc,0.001043352,1129.802167,609.7519024,Ex,Y,SBrkr,1721,0,1092,0.001998042,2,1,3,1,Gd,7,0,1.998000903,380.3531566,Y,0,0,5,2007,WD ,Normal,108000
4766,754,60,RL,8400,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001248082,824.4497476,583.1444874,Ex,Y,SBrkr,728,0,1456,0.001999307,2,1,3,1,Gd,8,1,1.998003677,371.6571923,Y,0,0,6,2009,WD ,Normal,155000
4767,326,80,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,5,1976,2006,Gable,HdBoard,Plywood,TA,CBlock,0.001354934,477.3476129,586.2760231,Gd,Y,SBrkr,864,0,864,1.00199806,1,0,3,1,TA,6,0,1.998003338,411.3813827,Y,0,0,6,2006,WD ,Normal,145000
4768,203,20,RL,9600,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,1966,1950,Gable,VinylSd,Plywood,TA,CBlock,547.0953194,845.5263935,618.7244368,Ex,Y,SBrkr,864,0,864,0.001999433,1,0,3,1,TA,6,0,0.998002113,199.8609352,Y,0,0,7,2008,WD ,Normal,130000
4769,27,160,FV,9600,Reg,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2005,1950,Gable,VinylSd,MetalSd,TA,PConc,562.9663585,513.3714047,559.9391019,Ex,Y,SBrkr,672,0,1092,0.001998742,2,1,3,1,TA,5,0,1.998001868,371.2437261,Y,0,0,5,2008,WD ,Normal,120000
4772,1293,60,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1958,1971,Gable,HdBoard,MetalSd,TA,CBlock,496.447639,498.2893651,560.5174654,TA,Y,SBrkr,1576,0,1092,0.001999794,2,0,3,1,TA,7,1,1.998001301,376.0527887,Y,0,0,5,2008,WD ,Normal,185750
4773,27,20,RL,7692,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1976,1950,Gable,Wd Sdng,Plywood,TA,CBlock,968.4604962,477.9655292,1213.833938,TA,Y,SBrkr,616,0,1040,1.001999689,1,1,3,1,TA,6,1,1.998003601,428.9524506,Y,0,0,6,2009,WD ,Normal,140000
4774,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,561.9021739,488.5070452,621.9943886,Ex,Y,SBrkr,941,0,2358,0.001999094,2,0,3,1,TA,5,0,1.998003401,379.4049862,Y,0,0,7,2007,WD ,Normal,158000
4777,2447,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1968,2007,Hip,MetalSd,MetalSd,TA,CBlock,1027.678019,196.4812036,874.4364394,TA,Y,SBrkr,1208,0,1646,0.001999408,1,0,3,1,TA,6,0,1.9980018,393.0920175,Y,0,0,6,2007,WD ,Normal,140000
4779,378,60,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,6,2005,2006,Gable,VinylSd,VinylSd,TA,PConc,0.00092659,757.3858084,556.9338477,Ex,Y,SBrkr,864,0,1456,0.001999633,2,1,3,1,TA,7,1,1.998002541,378.4807188,Y,0,0,7,2007,WD ,Normal,155000
4780,2589,20,RL,6120,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,2005,Gable,VinylSd,HdBoard,TA,CBlock,0.001145677,1751.412017,1265.166197,Ex,Y,SBrkr,864,0,864,0.001999693,1,0,3,1,Gd,6,0,0.998004062,198.8438769,Y,0,0,6,2008,WD ,Normal,110000
4781,1293,60,RL,7692,Reg,Bnk,Inside,Blmngtn,1Fam,2Story,4,5,1950,1950,Gable,MetalSd,MetalSd,TA,PConc,0.000688235,471.7529929,534.3723972,TA,Y,SBrkr,816,0,2784,0.001999933,1,1,2,1,Gd,9,0,0.998005159,582.7706362,Y,0,0,5,2008,WD ,Normal,140000
4782,754,20,RL,3907,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,1663.674816,160.8532605,1219.08555,Ex,Y,SBrkr,912,0,1728,1.001999958,2,0,2,1,Gd,7,1,2.998003367,619.6779254,Y,0,0,6,2007,WD ,Normal,188000
4784,1464,60,RL,9600,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2003,2002,Gable,VinylSd,VinylSd,TA,PConc,1019.111619,195.0782342,573.9121353,Ex,Y,SBrkr,832,0,1456,1.00199979,2,1,3,1,Gd,6,1,1.998001556,367.2386122,Y,0,0,6,2008,WD ,Normal,219500
4786,2284,70,RL,6120,Reg,Lvl,Inside,Crawfor,1Fam,2Story,6,7,1916,2002,Gable,Wd Sdng,VinylSd,TA,BrkTil,1020.892063,157.3964801,613.9900564,TA,Y,SBrkr,1036,0,1040,0.001999922,2,0,3,1,TA,7,1,1.998004906,364.6309538,Y,0,0,4,2007,WD ,Normal,140000
4788,2203,60,RL,1680,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,3,1968,1950,Gable,VinylSd,VinylSd,TA,PConc,0.001130684,420.2845418,539.7853399,Ex,Y,SBrkr,672,0,1092,0.001999939,2,0,3,1,TA,6,0,1.998001346,365.6753792,Y,0,0,7,2008,WD ,Normal,108000
4789,754,80,RL,8400,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,5,5,1978,2006,Gable,VinylSd,VinylSd,Gd,PConc,990.0337045,172.8100606,884.6648245,Ex,Y,SBrkr,864,0,1656,1.001999864,2,0,3,1,Gd,7,0,2.998004961,387.932299,Y,0,0,6,2006,WD ,Normal,145000
4790,2101,160,RM,7692,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,6,5,2006,2007,Gable,CemntBd,CmentBd,TA,CBlock,0.001365907,183.6461067,562.9424864,Ex,Y,SBrkr,1728,0,987,0.001999649,1,0,2,1,Gd,5,1,1.998000986,399.9325385,Y,0,0,6,2008,WD ,Normal,140000
4792,1293,120,RL,3907,IR1,Lvl,Inside,NAmes,TwnhsE,1Story,6,5,2005,2007,Gable,Wd Sdng,Plywood,TA,CBlock,581.16227,519.2294627,607.9400781,TA,Y,SBrkr,1728,0,1728,0.001999885,1,1,2,1,Gd,6,1,1.998002162,388.4933966,Y,0,0,6,2009,WD ,Normal,140000
